id,keyword,location,text,predicted_label,predicted_severity,disaster_label
5811,hail,Unknown,Severe Thunderstorm Warning until 08:00 PM local for Custer Fall River &amp; Shannon Counties in SD. 60 Mph Wind Gusts And Penny Size Hail. #sd,1,Severe,2
5813,hail,British Columbia,@adolwyn This near U? @JWagstaffe: RT @OldsFireDept: Aug 5 2015 Hwy27 west of Olds. Approximately 1 foot of hail. http://t.co/Yg0pd73Bpw',1,Mild,0
5830,hail,Rapid City & The Black Hills,New warning for Central Hills 1' hail 60 mph winds. NOT affecting Sturgis but could later tonight. #KOTAWeather http://t.co/E8oUxVKuTE,1,Mild,0
5838,hailstorm,Unknown,Twin Storms Blow Through Calgary * 75 http://t.co/sIAKlSbdiP http://t.co/fm44ZS93OA,1,Mild,0
5839,hailstorm,Washington State,We The Free Hailstorm Maxi http://t.co/Cnn1nXXNwc,1,Mild,0
5844,hailstorm,North East America,Boston yesterday after an intense hailstorm. Photo by 'then0mads0ul'. http://t.co/uxgtXCArQ1,1,Mild,0
5846,hailstorm,"Calgary, Alberta, Canada",#yyc #hailstorm #christmas came early https://t.co/f0A2IIzx3A,1,Mild,0
5851,hailstorm,World Wide,Yesterday's #hailstorm! #boston #cambridge http://t.co/HbgYpruvO7 http://t.co/SwtgHLibs2,1,Mild,0
5852,hailstorm,Toronto,RICHIE: This was #Calgary yesterday after a crazy #hailstorm! pics via Calgary Herald http://t.co/1oH20qHk2l,1,Moderate,1
5857,hailstorm,"Calgary, Alberta, Canada",Get out of the hailstorm and come down to @TheBrokenCity 2night at 9PM to catch a screening ft. @thebanffcentre! There will be BEER + FOOD!,1,Mild,0
5860,hailstorm,Sudbury,Hailstorm flash flooding slam Calgary knocks out power to 20k customers http://t.co/sNpPqrwuXB,1,Moderate,1
5862,hailstorm,"Boston, MA",JPLocalFirst RT eliotschool: Yesterday's #hailstorm in #Boston. Wow. Thunder lightning. Artful awesome. http://t.co/YsvE1SEAko,1,Mild,0
5865,hailstorm,Calgary ,#yyctraffic #yycstorm  Caller says 'idiots' are stopping under overpasses and blocking 'all lanes on Crowchild' in (small-sized) hailstorm.,1,Moderate,1
5866,hailstorm,"Calgary, Alberta",here is goes again #abstorm #hailstorm #yychail stay safe everyone!,1,Mild,0
5871,hailstorm,Philippines,Hundreds of commuters abandoned at LRT station during severe hailstorm http://t.co/vMIGkJ0tkZ,1,Severe,2
5872,hailstorm,Golden British Columbia Canada,Good olde fashioned prairie #hailstorm #calgaryweather https://t.co/hI1yOQFlfm,1,Mild,0
5877,hailstorm,Unknown,Hundreds of commuters abandoned at LRT station during severe hailstorm http://t.co/25wIeHMLZ5,1,Severe,2
5878,hailstorm,Ottawa Canada,Hailstorm cleanup begins in Calgary http://t.co/DhH5jz2w49,1,Mild,0
5879,hailstorm,Calgary and USA,600 passengers abandoned at LRT station during Tuesday's hailstorm http://t.co/eLZoyEqA3m #yyc #yycstorm #abstorm,1,Moderate,1
5880,hailstorm,USA,@Haley_Whaley Hailstorm Clash ofClans Gems Giveaway is out now! visit my Profile Bio to get guide on how to get 200.00 Gems,1,Mild,0
5986,hazardous,Unknown,#ine #instyle Olap #world pres: http://t.co/PJaY74M2Fi How To Recognize A Hazardous Waste And The Multidimensi http://t.co/vr3wlQXl0G,1,Moderate,1
5994,hazardous,Unknown,#alfa #forecast Olap #world pres: http://t.co/YiFXKRQx0C How To Recognize A Hazardous Waste And The Multidimen http://t.co/HO4b3L0KI8,1,Moderate,1
6005,hazardous,"Mobile, AL",@moneymaker32931 tanker truck overturned carrying hazardous materials.,1,Moderate,1
6006,hazardous,United States,CHS issues Hazardous Weather Outlook (HWO)  http://t.co/lbkiyfwFlU #WX,1,Mild,0
6008,hazardous,Unknown,#diablo #dsp Olap #world pres: http://t.co/LFEtNRXyWt How To Recognize A Hazardous Waste And The Multidimensio http://t.co/PvNvqaXsA7,1,Moderate,1
6010,hazardous,Unknown,TSA issues Hazardous Weather Outlook (HWO) http://t.co/7vlu8ni90Q,1,Mild,0
6016,hazardous,Unknown,#hot #fiat Olap #world pres: http://t.co/QddYwTynvF How To Recognize A Hazardous Waste And The Multidimensiona http://t.co/dzQGotozNA,1,Moderate,1
6021,hazardous,Unknown,#triangle #peter Olap #world pres: http://t.co/JeHTQAqDFh How To Recognize A Hazardous Waste And The Multidime http://t.co/gwXdjd8nGu,1,Moderate,1
6025,hazardous,New Zealand,SH 29 Kaimai Ranges - Eastbound. Hazardous driving conditions. Due To A Truck Breakdown... http://t.co/0cuCMZCmaO via @AA_Traffic,1,Moderate,1
6028,hazardous,Yellowknife NT Canada,Drums of Hazardous Waste Dumped Around Kodiak Island: Someone has dumped drums of hazardous was... http://t.co/ZSnnrULaWo &gt;@alaskapublic,1,Moderate,1
6054,heat wave,Canada,Activists Protest Pipelines in Canada and Shell in Portland Oh and Prepare for Another Heat Wave http://t.co/aKsYPKjdpB #CampLogistics,1,Severe,2
6062,heat wave,Unknown,Heat Wave: A Social Autopsy of Disaster in Chicago by Klinenberg Eric http://t.co/fPtqxVokJC http://t.co/0gt63uQGcU,1,Severe,2
6063,heat wave,"Charlotte, NC",@sportguyshow the heat wave ends really tomorrow but still time for another one to build. Only other thing that ends the heat is Autumn.,1,Mild,0
6067,heat wave,"Stockport, Uk",Japan heat wave intensifies - death toll surges to 55: http://t.co/F1h1mzVSNn via @extinctionp,1,Severe,2
6068,heat wave,Deerfield Beach Florida,Middle East ÛÏHeat DomeÛ Causes Crippling Heat Wave in Israel http://t.co/41Lcb9aepR,1,Mild,0
6081,heat wave,"Chiba,very close to Tokyo.",Good morning. Slept about 6 hours. The heat wave hits Japan... The hot days still continue. I guess some people were killed by this climate.,1,Mild,0
6082,heat wave,Unknown,Japan heat wave intensifies ÛÒ death toll surges to 55 http://t.co/ZwPoDn3KOH,1,Severe,2
6136,hijack,Out and about ,"APC needs to watch all these PDP defecting to APC 

Patience Jonathan On The Move To Hijack APC In Bayelsa State http://t.co/zzMwIebuci",1,Mild,0
6180,hijack,Nigeria ,Criminals Who Hijack Lorries And Buses Arrested In Enugu (PHOTO) http://t.co/5cZ7eM9OTr,1,Severe,2
6194,hijacker,Unknown,Governor allows parole for California school bus hijacker http://t.co/0aQBZmrvLQ via @abc7newsbayarea,1,Mild,0
6214,hijacker,Amman,Governor Allows Parole for School Bus Hijacker http://t.co/7mqh7fhxYL http://t.co/BNCcwcsCKt #SahelNews,1,Mild,0
6221,hijacker,California Central Valley,"Updated on Friday at 4:30 A.M. - Daily Area News
California School Bus Hijacker Parole Stands http://t.co/24QEkAh893",1,Mild,0
6225,hijacker,Unknown,Governor Allows Parole for School Bus Hijacker http://t.co/i7PIJK6XtM liveleakfun ? http://t.co/IONWArVRFy,1,Mild,0
6235,hijacking,"Washington, D.C.",Earnest PletchÛªs cold-blooded killing of Carl Bivens was just one chapter in his strange life http://t.co/dnQn1OWWF9 http://t.co/xNEPq5HBYD,1,Severe,2
6237,hijacking,Unknown,The Murderous Story Of AmericaÛªs First Hijacking http://t.co/VgBOpxb6Wg,1,Severe,2
6238,hijacking,Unknown,Oops! I say he picked the right car to try hijacking.  https://t.co/SoMgI7hwli,1,Mild,0
6252,hijacking,Italy,The Murderous Story Of AmericaÛªs First Hijacking http://t.co/QAOqtptgwH,1,Severe,2
6270,hijacking,http://wingssilverwork.com,@ReasonVsFear 'One?'  Oh nonononono.  This hijacking's been going on forever but I've seen it about a dozen diff places today alone.,1,Mild,0
6286,hostage,"Rochester, NY",Chris Brown's aunft was 'held hostage in a closet by armed intruders at his LA home while sin http://t.co/i1Fhb8QSZ7 http://t.co/7C5BG48BRJ,1,Mild,0
6287,hostage,"Moncton, NB",Islamic State threatens to kill another hostage: @DailyGleaner @TJProvincial @TJGreaterSJ http://t.co/dfPLiqjMk2,1,Severe,2
6289,hostage,Unknown,Pakistani Terrorist Was Captured By Villagers He Took Hostage - NDTV http://t.co/C5X10JAkGE,1,Severe,2
6291,hostage,"Seattle, WA",Sinai branch of Islamic State threatens to execute Croatian hostage in 48 hours http://t.co/YvtcXrPt34,1,Moderate,1
6295,hostage,"Long Island, New York",Concealed Carrier Rescues Hostage Captures Naked Attacker http://t.co/uLy5hM6PqR,1,Moderate,1
6298,hostage,"Lahore, Pakistan",UPDATE 4-IS Egypt affiliate threatens to kill Croatian hostage in 48åÊhours http://t.co/C0zrqIk6KE,1,Severe,2
6307,hostage,Visit our  dedicated website @,'IS Egypt affiliate threatens to kill Croatian hostage in 48 hours' - http://t.co/3LcgidRQpb,1,Severe,2
6309,hostage,Unknown,Islamic State group threatens to kill hostage if 'Muslim women' aren't let go - Press Herald http://t.co/yKM6qfRh98,1,Severe,2
6313,hostage,Niels Groeneveld / RedSocks,Bit-Defender hack ÛÒ Held Hostage!: Late last week it was discovered that antivirus vendor ... http://t.co/2vC8CSTWy5 #damballa #infosec,1,Moderate,1
6333,hostage, Cairo,video says #ISIS Threatens To Kill Croatian Hostage 5oil-worker) If #Egypt Does Not Release Female Prisoners in 48 H http://t.co/GvpKrRdQnu,1,Severe,2
6351,hostages,Brentwood uk,Militant 'Overpowered' By Hostages After Attack http://t.co/xWnp8a1JOn,1,Severe,2
6352,hostages,france,#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/g601NBD7wS #prebreak #best,1,Mild,0
6357,hostages,China,#hot  C-130 specially modified to land in a stadium and rescue hostages in Iran in 1980 http://t.co/PtAI4zBpbI #prebreak #best,1,Mild,0
6360,hostages,India,Ajmal Kasab II: How hostages misled the terrorist got him caught alive http://t.co/n1up959OFM,1,Severe,2
6364,hostages,The Universe,One Year On From #IS Massacre in #Sinjar Yazidis Blast Lack of Action over 3000--5000 Yazidis who remain enslaved: http://t.co/vnSn284ovw,1,Moderate,1
6367,hostages,"Hubli, Karnataka",@IndiaToday @Iamtssudhir Time for India to join global war against ISIS cant sacrifice national interest to save hostages! #NationFirst,1,Severe,2
6368,hostages,"my USA, åµ???? ?aÌÙ? ",India: Militant 'Overpowered' By Hostages After Attack http://t.co/mkjszGbaWR,1,Severe,2
6377,hostages,Rocky Mountains,Sinjar Massacre Yazidis Blast Lack of Action Over Hostages http://t.co/fdU8aCnC2W #denver #billings #rapidcity #seattle #cheyenne #lasvegas,1,Moderate,1
6381,hostages,Unknown,RT WatchmanIS216: #Sinjar Massacre #Yazidis Blast Lack of Action Over Hostages http://t.co/79iQDYZjBS; Portland #Û_ http://t.co/0z1PvJVdpf,1,Moderate,1
6390,hurricane,Unknown,AngelRiveraLibÛ_ #Snowden 'may have' broken laws? Hurricane Katrina may have caused some damage. http://t.co/jAaWuiOvdc Without Snowden hÛ_,1,Severe,2
6408,hurricane,"San Francisco, CA",Residents artists remember aftermath of Hurricane Katrina through artwork - WDSU New Orleans: WDSU New Orlean... http://t.co/U6pAvbZoB3,1,Mild,0
6409,hurricane,Unknown,Found out a hurricane is brewing for thursday lol ??????,1,Mild,0
6424,hurricane,Hawaii,HURRICANE GUILLERMO LIVE NOAA TRACKING / LOOPING WED.AUG.5TH ~ http://t.co/QktRt2J1o8 ~  http://t.co/b0JxS5QKkh http://t.co/KP05TOwSfM,1,Mild,0
6426,hurricane,"Astoria, NY",@leeranaldo expressing his rage about Hurricane Sandy #LCOutOfDoors http://t.co/IwPR2qGYsI,1,Severe,2
6432,hurricane,Worldwide,Brooklyn Sites Get $2.6 Million to Undo Hurricane SandyÛªs Toll http://t.co/HukwD0RE2a,1,Mild,0
6435,injured,bangalore,Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight attacked a p... http://t.co/nZAFokxX0h,1,Severe,2
6439,injured,South Africa Braamfontein,4 dead dozens injured in Gaza blast near house leveled in summer war - Washington Post: New York Times4 dead... http://t.co/7C2qhMwtv5,1,Severe,2
6442,injured,The North Coast,@NewsBreaker @sothathappened SO wheres the story? Anybody injured? Where did this happen?,1,Moderate,1
6444,injured,Unknown,#???? #?? #??? #??? Udhampur terror attack: Militants attack police post 2 SPOs injured - Times of   http://t.co/1KxsGlsTA7,1,Severe,2
6447,injured,USA,Man injured in Radcliff shooting http://t.co/3iYXOoaCW6,1,Moderate,1
6456,injured,"United States, Ohio",Harper Woods policeman injured in fight after dead man found in garage: Ronnie Karjo 46 of Macomb Township http://t.co/tUoTICilBi,1,Severe,2
6471,injured,India,Terrorists open fire at Udhampur police post 2 SPO's injured firing underway - See more at:... http://t.co/7jmGwOgqnh,1,Severe,2
6476,injured,| INDIA |,RT- Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight at... http://t.co/wN414hp9hZ #News,1,Severe,2
6479,injured,Pune,@TOI_India Udhampur terror attack: Militants attack police post 2 SPOs injured: Suspected militants tonight a... http://t.co/EWCkcfBI28,1,Severe,2
6483,injured,Unknown,Neelum Valley teen dies in 'dud shell' explosion: MUZAFFARABAD: A teenage boy was killed and his peer was injuredÛ_ http://t.co/GuRdZEPMhu,1,Severe,2
6487,injuries,"chapel hill, cary n.c.",@wral there are now 5 fire trucks and 2 ambulances at Wellington ridge lp in Cary. one of the units is on fire. not sure on injuries,1,Severe,2
6531,injuries,Unknown,No injuries reported after Green Line train derails on South Side http://t.co/nM7HuH3bjC,1,Moderate,1
6539,injury,Unknown,CLEARED:incident with injury:I-495  inner loop Exit 31 - MD 97/Georgia Ave Silver Spring,1,Mild,0
6544,injury,Unknown,incident with injury:I-495  inner loop Exit 31 - MD 97/Georgia Ave Silver Spring,1,Mild,0
6639,inundation,Unknown,#EPAO MARSAC reports on Manipur flood: Heavy incessant rains in Manipur have led to inundation causin... http://t.co/rh7m7T9Gd9 #MANIPUR,1,Mild,0
6641,inundation,#RoshanPakistan,"Punjab government flood relief platform: 

http://t.co/bpG68gXI9k 

realtime information on inundation damages... http://t.co/c8T9ThI7Wd",1,Moderate,1
6650,landslide,Wickford,@R_o_M by a landslide.,1,Mild,0
6652,landslide,Central New Jersey,TommyGShow: Burlington County offers to purchase landslide-damaged properties in Florence http://t.co/xgguElyxyi,1,Moderate,1
6666,landslide,Unknown,WATCH: Likely landslide victims denied assistance again http://t.co/BxiohtiC5X,1,Moderate,1
6673,landslide,"Louisville, KY",Artifacts found in southern Indiana landslide near Horseshoe Casino http://t.co/BdB0NpgPkH http://t.co/jbCC0KShol,1,Mild,0
6696,landslide,Upper St. Clair,#CecilTownship seeks emergency repairs to Southpointe Boulevard landslide: http://t.co/ZjJdt3so72,1,Moderate,1
6750,lightning,Northwest Arkansas,It doesn't get any closer. Heavy rain just barely missed @TontitownGrape festival but lightning TOO CLOSE #TGF2015 http://t.co/S53zvMS5Rf,1,Moderate,1
6755,lightning,NWA & River Valley,It doesn't get any closer. Heavy rain just barely missed @TontitownGrape festival but lightning TOO CLOSE #TGF2015 http://t.co/d9PQIXaTX6,1,Moderate,1
6786,lightning,Northwest Arkansas,It doesn't get any closer. Heavy rain just barely missed @TontitownGrape festival but lightning TOO CLOSE #TGF2015 http://t.co/zMtOp65Kx2,1,Moderate,1
6851,mass murder,"Detroit, Mi",@AMAAS @JD_marsh22 just carry a gun. No way you get charged when you stop a mass murder,1,Severe,2
6853,mass murder,Unknown,Candlelight vigil at my house tonight for the victims of the mass ant murder (by me) in my bathroom sink. There will be snacks.,1,Severe,2
6859,mass murder,Unknown,@noah_anyname Socialism means mass murder. Houze that for 'correlation'?,1,Severe,2
6865,mass murder,The Three Broomsticks ,Watching Murder in the First and you get the perspective from the family of the mass shooter person...it's crazy the pain they're in...,1,Severe,2
6866,mass murder,Unknown,RedScareBot: Duck and Cover! RT tanstaafl23: noah_anyname Socialism means mass murder. Houze that for 'correlation'?,1,Severe,2
6869,mass murder,Unknown,'Prompt and utter' mass murder  https://t.co/BRU7t5UzUy,1,Severe,2
6871,mass murder,NYC,Plane debris is from #MH370 - it was a controlled crash. In other words it was mass murder by a musim http://t.co/J3xFDg9CWF @newscomauHQ,1,Severe,2
6873,mass murder,17 year old anti-theist.,@Rawrheem: I can give you verses directly from the Qur'an that mandate terrorism mass-murder mass-rape genocide etc. Would you like them?,1,Severe,2
6886,mass murder,Realville,@Conservatexian Farrakhan calling for 10000 men to rise up &amp; commit mass murder. http://t.co/gV84WNhB7S,1,Severe,2
6887,mass murder,Anonymous,http://t.co/FhI4qBpwFH @FredOlsenCruise Please take the #FaroeIslands off your itinerary until the mass murder of dolphins &amp; whales stops.,1,Severe,2
6888,mass murder,Unknown,@Cynicalreality when the subject is mass murder. @LetsBe_Rational @MishaWeller @llr517,1,Severe,2
6889,mass murder,"Albany, Western Australia",Today marks 70 years since the mass murder of 140000 civilians in Hiroshima. The bombing of Hiroshima and Nagasaki did NOT end WW2,1,Severe,2
6891,mass murder,The Real World,@CamPepperr @RiceeChrispies Then he would go to jail. But that wasn't a mass murder was it? It was a mistake that he made and he doesn't,1,Severe,2
6894,mass murder,Unknown,Amazing how smug this guy is about the use of mass murder as a global power play. https://t.co/AlTTBJy8B9,1,Mild,0
6895,mass murder,Unknown,Like bro they just committed a mass murder. You think they're gonna be scared to get guns illegally ????,1,Severe,2
6899,mass murderer,U.S.,RT greta: Movement to impeach SA Pres #Zuma ÛÒ accused of helping mass murderer Pres #Bashir of #Sudan escape #genoÛ_ http://t.co/pnxhxlX9uP,1,Severe,2
6901,mass murderer,Islamabad Pakistan,Asad is also a mass murderer.  https://t.co/dZOReZpxvR,1,Severe,2
6902,mass murderer,Pedophilia,RT EmekaGift: VPSay NO to President Obama hosting Muhammadu Buhari the #pedophile #terrorist &amp; #mass-murderer,1,Severe,2
6904,mass murderer,Unknown,Sooooo shooting up movie theaters the new mass murderer wave??,1,Severe,2
6906,mass murderer,Unknown,@AParra210 So you are stereotyping the people. Are you a mass murderer like today's shooter?,1,Moderate,1
6923,mass murderer,Still on my laptop,This is worth a re-read: 'A MASS-MURDERER' By Stuart Syvret http://t.co/C9UAyjrXt9 via @gojam_i_am,1,Moderate,1
6927,mass murderer,Unknown,I am disgusted by @libertarianism and @CatoInstitute for celebrating a mass murderer of innocents today.,1,Severe,2
6934,mass murderer,"Fukushima, JAPAN",Mass murderer had sex without touching each other or taking their clothes off because he was so fanatical on hygiene http://t.co/RfewQRGzbs,1,Severe,2
6938,mass murderer,Unknown,Sounds pretty sensible for a mass murderer... https://t.co/qZZxFYSIU1,1,Moderate,1
6941,mass murderer,"Denver, CO",Just now convicted mass murderer James Holmes told the judge he won't use his right to ask jury for mercy in his own words. #TheaterTrial,1,Moderate,1
6944,mass murderer,Los Angeles via Pittsburgh,@Phoenix_Blue People will create rumors no matter what. The bottom line is giving fifteen minutes of fame to a mass murderer does no good.,1,Severe,2
6952,massacre,Unknown,1 TRILLION Dollar Lawsuit Filed Against MSM For 'Staging Sandy Hook Massacre' http://t.co/qutzvk9xoP,1,Severe,2
6958,massacre,University of Maryland,3 Years After the Sikh Temple Massacre Hate-Violence Prevention Is Key | Colorlines http://t.co/iJoORKaGyj,1,Mild,0
6964,massacre,"Santos, SÌ£o Paulo",@stefsy14 the birthday massacre!!!,1,Mild,0
6969,massacre,Unknown,"@WCBD 
Parents of Colorado theater shooting victim fear copycat massacre

http://t.co/LvlH3W3aWO
#Antioch

http://t.co/vIwXY1XDYK",1,Severe,2
6976,massacre,@KEYTNC3 @KCOY,What person would possibly make a horror film about the Isla Vista massacre in order to make money off of our tragedy?,1,Severe,2
6982,massacre,Wales Cymru,One Year After Massacre IraqÛªs Yazidis a Broken People http://t.co/pHqK28doni,1,Severe,2
6986,massacre,Unknown,The same UN who stood&amp;watched the Serbs massacre thousands of muslims in Yougslavia ?don't need any lessons off them https://t.co/Ubf3CFzfEX,1,Mild,0
6987,massacre,Unknown,"TimesNewsdesk : Police link beach massacre to Tunisia museum attack
Û_ http://t.co/g11Rd44rgW) http://t.co/n834UntFf1",1,Severe,2
6991,massacre,Unknown,Thus ends the clam massacre of 2015. #clambake #showgirldayoff https://t.co/PtyUJJi67T,1,Mild,0
6993,massacre,"Waco, Texas",Saturday Night Massacre ? 25 Years Later #TomLandry?s Firing Still A Day of Infamy http://t.co/MlA71Y7mMW,1,Mild,0
7007,mayhem,"Mumbai, Maharashtra",'Mumbai attack mayhem was planned and launched from Pakistan'Ex-Federal Investigation Agency (FIA) chief Tariq Khosa. http://t.co/xzSP5JhVfc,1,Severe,2
7033,mayhem,Central Jersey,PNC Bank Arts Center shooting: Holmdel man nabbed http://t.co/tvmD14uikO,1,Mild,0
7034,mayhem,Unknown,El Nino is getting stronger! Monster weather system may bring relief to California but it could cause 'mayhem' elÛ_ http://t.co/A9PoFHBbjf,1,Moderate,1
7096,military,Abuja,Inspectors So Far Denied Access to Iran's Scientists - Wall Street Journal http://t.co/SuR3odwMKa http://t.co/2VSX1yO5hT,1,Moderate,1
7133,military,Worldwide,Obama warns there will be another war without Iran deal #military http://t.co/gM7QlTRLuW http://t.co/wTutMlHDMH,1,Severe,2
7151,mudslide,Kocaeli-Izmit,#Tajikistan #Mudslides #China aids to #Mudslide-hit #Tajiks http://t.co/BD546mtcpN,1,Mild,0
7200,natural disaster,Unknown,@patrickandsam @ghaccount I've been screaming natural disaster for months but now idk. Maybe a hospital crisis.,1,Severe,2
7207,natural disaster,California most of the time,Home Inventories Can Help all Homeowners  in Case of Natural Disaster - ABC News http://t.co/RNWvkBkhWU via @ABC,1,Moderate,1
7209,natural disaster,Nepal,#Nepal Magnitude 4.3 tremor rattles #Dolakha as #aftershock counts 367 | Recent Natural Disasters : http://t.co/Re1d5ffcSx,1,Moderate,1
7212,natural disaster,"USA, Haiti, Nepal",More Natural Disaster Research Urgent http://t.co/5Cm0LfZhxn via #JakartaPost,1,Moderate,1
7219,natural disaster,Unknown,Expert Prepper: Financial Collapse Natural Disaster Failed Grid... http://t.co/5tf4CV4KeI http://t.co/KqYCFkcLr5,1,Severe,2
7222,natural disaster,Unknown,The Return of Planet-X Book by Jaysen Rand Wormwood Natural Disaster Survivors http://t.co/k8cgZiirps http://t.co/d5sXGvp2pI,1,Severe,2
7237,natural disaster,Modishthaan,RT Karnythia: Another #ErasureIsNotEquality example? Movies like The Impossible about a natural disaster in Thailand that focuses on white Û_,1,Severe,2
7238,natural disaster,"Washington, DC area",@jonk @jamucsb Hopefully this vacation *doesn't* include an earthquake or other natural disaster!,1,Moderate,1
7239,natural disaster,Unknown,New 15-Day Emergency food supply for natural disaster Earthquake Flood Tornado http://t.co/6hrlBLiIcO http://t.co/WS0nVDUZqW,1,Severe,2
7240,natural disaster,Interwebs,How You Can Help The Community In The Event Of A Natural Disaster - http://t.co/42LgdZXz62,1,Moderate,1
7243,natural disaster,Unknown,TRAIN ACCIDENT IN HARDA (M.P.) IS NOT NATURAL DISASTER. IT SHOWS FAILURE OF MINISTRY OF RAILWAY.PROPER CHECK AT FIXED INTERVAL IS NEEDED.,1,Severe,2
7245,nuclear disaster,"New York, NY",This was amazing. Probably couldn't have watched if still living in Japan. Scary. Nuclear Meltdown Disaster | Nova http://t.co/j00WxMJRya,1,Severe,2
7246,nuclear disaster,"Thessaloniki, Greece",Chronicles of #disaster:#Hiroshima in the #Yale Library #archives http://t.co/xqIqGMI0Op  Calls to end 'absolute evil' of #nuclear #weapons,1,Severe,2
7249,nuclear disaster,Almost there ,"No authorities of Japan take responsibility about Nuclear disaster.
Nobody have confidence in safety of Nuclear Plants in Japan.
#AnonymousÛ_",1,Severe,2
7257,nuclear disaster,Canada,Digital archive of public documents on the 2011 nuclear catastrophe at Fukushima launched. http://t.co/faJnMjNcxp,1,Severe,2
7258,nuclear disaster,Japan ,Less consuming less energy to avoid nuclear disaster again and again.,1,Moderate,1
7259,nuclear disaster,Florida,truthfrequencyradio Third of US West Coast Children Hit with Problems Following Fukushima NUCLEAR DISASTER: FU... http://t.co/7ktvkW3sS0,1,Severe,2
7262,nuclear disaster,Finland,http://t.co/kPbtBLRKsB Japan's Nuclear Disaster and it's ongoing side effects.,1,Severe,2
7263,nuclear disaster,Unknown,3 former executives to be prosecuted in Fukushima nuclear disaster http://t.co/uNTyEVXR4v,1,Severe,2
7269,nuclear disaster,NYC,Check out 'NOVA | Nuclear Meltdown Disaster' http://t.co/ZzxM74d7qV #PBS,1,Severe,2
7271,nuclear disaster, Stah-koomi-tapii-akii,Rare photographs show the nightmare aftermath of #Hiroshima | #NoNukes #Amerikkka #WhiteTerrorism #Nuclear #Disaster  http://t.co/8tWLAKdaBf,1,Severe,2
7273,nuclear disaster,Unknown,3 former executives to be prosecuted in Fukushima nuclear disaster http://t.co/EmWU8Xksdu,1,Severe,2
7276,nuclear disaster,Brussels,Fukushima Watch - Fukushima Watch Nuclear Disaster: Welcome. Welcome To Fukushima Watch offering t... http://t.co/M0KJdlwKFB #fukushima,1,Severe,2
7279,nuclear disaster,Singapore,30 Years After the Chernobyl Nuclear Disaster via @fubiz http://t.co/N4B59iqm94,1,Severe,2
7282,nuclear disaster,Unknown,"Safety by #Nuclear regulatory committee of Japan is already weakened by Authoritarian that caused Nuclear disaster
@nytimes @guardian @WDR",1,Severe,2
7284,nuclear disaster,Unknown,The people who tweet and care about #Japan #Fukushima nuclear disaster are not the problem those who ignore are the problem.,1,Severe,2
7293,nuclear disaster,VA,@Lacci Yes it's a disaster. To shut down all nuclear power plants would be to reverse ALL the gains from renewables so far.,1,Severe,2
7298,nuclear reactor,Tokio / Tokyo,Nuclear-Deal: Indo-Japan pact lies at the heart of two US reactor-based projects: If Japan were to go ahead an... http://t.co/mvwdm9ZbcV,1,Mild,0
7303,nuclear reactor,Unknown,SEALED The Nuclear Regulatory Commission Reactor 1980 Record New Wave Art Rock http://t.co/FS9w33aczP http://t.co/7sywMf0EQU,1,Mild,0
7304,nuclear reactor,Unknown,"Nuclear-Deal: Indo-Japan pact lies at the heart of two US reactor-based projects - The Indian Express 

Read more... http://t.co/FMxmNNRDFe",1,Mild,0
7308,nuclear reactor,Finland,@MaximEristavi Meanwhile in Finland: Nuclear project with Russian Rosatom moves on http://t.co/ogkoeFvzrj,1,Mild,0
7339,nuclear reactor,Head of the Family,@AlbertBrooks Don't like the Ayatollah Khomeini Memorial Nuclear Reactor for the Annihilation of Israel? Racist!,1,Severe,2
7341,nuclear reactor,"Lemon Grove, CA","http://t.co/N6Semm2M6i

SAN ONOFRE NUCLEAR REACTOR WASTE TO BE BURIED UNDER SHORELINE USING 3 BILLION IN TAX PAYER DOLLARS",1,Moderate,1
7349,obliterate,"Cape Coral, FL USA",It is insanity to call Climate Change more dangerous than Muslims wanting to obliterate America and Israel.  https://t.co/aA6S66huXh,1,Severe,2
7370,obliterate,Seattle,@PauloSergioMDC @TheIranDeal @POTUS Those silly talks trusting a terrorist nation (who hates us) that has vowed to obliterate Israel.,1,Severe,2
7406,obliterated,Nanda Parbat,Mad kids and innocent people who had nothing to do with the war got obliterated smh,1,Severe,2
7427,obliterated,Unknown,@LeonC1963 @RomanGaul @Makrina91 Never realised how many conventional bombs the Yanks dropped on Japan prior 2 Nuks. They obliterated cities,1,Severe,2
7436,obliterated,"Sydney, Australia",Remembering #Hiroshima 70 years on. Hundreds of thousands of lives obliterated 70 years of pain devastating... http://t.co/cZpJVJgXRp,1,Severe,2
7440,obliterated,"Nigeria,West African",The day Hiroshima through the eyes of the bomber crew and survivors http://t.co/AYEWJ8marn via @MailOnline,1,Mild,0
7489,obliteration,Unknown,Here we are 70 years after the nuclear obliteration of Hiroshima and Nagasaki and IÛªm wondering iÛ_ http://t.co/fvkekft4Rs,1,Moderate,1
7495,oil spill,Unknown,Refugio oil spill may have been costlier bigger than projected: A Plains All American PipelineÛ_ http://t.co/sryaFqj9gZ #globetrottingwino,1,Mild,0
7499,oil spill,Unknown,Refugio oil spill may have been costlier bigger than projected - http://t.co/6aUOT9vaIS  http://t.co/j2SyewbHE2,1,Mild,0
